name,address,phone_number,url,maps_link
Luxury Leaf,"1463 S Vandeventer Ave  St. Louis, MO",(314) 887-6761,https://dutchie.com/dispensary/luxury-leaf/info,https://www.google.com/maps?q=1463%20S%20Vandeventer%20Ave%2C%20St.%20Louis%2C%20MO%2063110
Viola - STL,"2001 Olive St  St. Louis, MO",(314) 998-4652,https://dutchie.com/dispensary/vmo-dba-village-brands/info,https://www.google.com/maps?q=2001%20Olive%20St%2C%20St.%20Louis%2C%20MO%2063103
Greenlight Dispensary - Rock Hill,"9800 Manchester Rd  St. Louis, MO",(844) 785-9333,https://dutchie.com/dispensary/greenlight-dispensary-broadway/info,https://www.google.com/maps?q=9800%20Manchester%20Rd%2C%20St.%20Louis%2C%20MO%2063119
Greenlight Dispensary - Chippewa,"6497 Chippewa St  St. Louis, MO",(844) 785-9333,https://dutchie.com/dispensary/greenlight-fp3-grand-llc/info,https://www.google.com/maps?q=6497%20Chippewa%20St%2C%20St.%20Louis%2C%20MO%2063109
Cookies - St. Louis,"St. Louis, MO",(314) 882-2569,https://dutchie.com/dispensary/cookies-st-louis/info,https://www.google.com/maps?q=St.%20Louis%2C%20MO%20
3Fifteen Primo - St. Louis,"5501 Chippewa St  St. Louis, MO",(314) 330-2118,https://dutchie.com/dispensary/3fifteen-primo-st-louis/info,https://www.google.com/maps?q=5501%20Chippewa%20St%2C%20St.%20Louis%2C%20MO%2063109
Swade Cannabis Dispensary - St. Peters,"146 Jungermann Rd  St Peters, MO",(314) 924-6500,https://dutchie.com/dispensary/swade-cannabis-dispensary-st-peters/info,https://www.google.com/maps?q=146%20Jungermann%20Rd%2C%20St%20Peters%2C%20MO%2063376
Swade Cannabis Dispensary - Cherokee,"2316 Cherokee St  St. Louis, MO",(314) 924-6504,https://dutchie.com/dispensary/swade-cannabis-dispensary-cherokee/info,https://www.google.com/maps?q=2316%20Cherokee%20St%2C%20St.%20Louis%2C%20MO%2063118
GDF - Boonville,"319 E Ashley Rd  Boonville, MO",(660) 596-0623,https://dutchie.com/dispensary/good-day-farm-boonville/info,https://www.google.com/maps?q=319%20E%20Ashley%20Rd%2C%20Boonville%2C%20MO%2065233
Proper Cannabis - Crestwood,"9933 Watson Rd  St. Louis, MO",(314) 834-1579,https://dutchie.com/dispensary/proper-cannabis-sappington/info,https://www.google.com/maps?q=9933%20Watson%20Rd%2C%20St.%20Louis%2C%20MO%2063126
Greenlight Dispensary - Branson,"201 Wildwood Dr S  Branson, MO",(417) 512-8621,https://dutchie.com/dispensary/greenlight-dispensary-branson/info,https://www.google.com/maps?q=201%20Wildwood%20Dr%20S%2C%20Branson%2C%20MO%2065616
3Fifteen Primo - Branson West,"18031 Business 13  Branson West, MO",(417) 337-2157,https://dutchie.com/dispensary/3fifteen-primo-branson-west/info,https://www.google.com/maps?q=18031%20Business%2013%2C%20Branson%20West%2C%20MO%2065737
Stairway Cannabis - Branson,"551 State Hwy 248  Reeds Spring, MO",(417) 544-8742,https://dutchie.com/dispensary/stairway-cannabis-branson/info,https://www.google.com/maps?q=551%20State%20Hwy%20248%2C%20Reeds%20Spring%2C%20MO%2065737
Stairway Cannabis,"490 MO-7  Blue Springs, MO",(816) 708-4545,https://dutchie.com/dispensary/stairway-cannabis/info,https://www.google.com/maps?q=490%20MO-7%2C%20Blue%20Springs%2C%20MO%2064015
From the Earth - Independence,"19341 E US Hwy 40  Independence, MO",(816) 200-1536,https://dutchie.com/dispensary/from-the-earth-40-hwy/info,https://www.google.com/maps?q=19341%20E%20US%20Hwy%2040%2C%20Independence%2C%20MO%2064055
Greenlight Dispensary - Independence,"3721 S Noland Rd  Independence, MO",(816) 287-8416,https://dutchie.com/dispensary/greenlight-dispensary-noland-road/info,https://www.google.com/maps?q=3721%20S%20Noland%20Rd%2C%20Independence%2C%20MO%2064055
GDF - Independence,"16820 E US Hwy 24  Independence, MO",(816) 272-1661,https://dutchie.com/dispensary/greenlight-dispensary-independence/info,https://www.google.com/maps?q=16820%20E%20US%20Hwy%2024%2C%20Independence%2C%20MO%2064056
Nature Med - Independence,"15823 US-24  Independence, MO",(816) 832-8788,https://dutchie.com/dispensary/nature-med-independence/info,https://www.google.com/maps?q=15823%20US-24%2C%20Independence%2C%20MO%2064050
Elevate Missouri (Cottleville),"4800 Mid Rivers Mall Dr  Cottleville, MO",(636) 498-9820,https://dutchie.com/dispensary/thrive-dispensary/info,https://www.google.com/maps?q=4800%20Mid%20Rivers%20Mall%20Dr%2C%20Cottleville%2C%20MO%2063376
The Mint - St Peters,"150 Mid Rivers Mall Cir  St Peters, MO",(636) 387-1144,https://dutchie.com/dispensary/mint-leaf-delivery/info,https://www.google.com/maps?q=150%20Mid%20Rivers%20Mall%20Cir%2C%20St%20Peters%2C%20MO%2063376
3Fifteen Primo - Valley Park,"839 Meramec Station Road  Valley Park, MO",(314) 924-0101,https://dutchie.com/dispensary/3fifteen-primo-valley-park/info,https://www.google.com/maps?q=839%20Meramec%20Station%20Road%2C%20Valley%20Park%2C%20MO%2063088
Swade Cannabis Dispensary - Ellisville,"16075 Manchester Rd  Ellisville, MO",(314) 924-6501,https://dutchie.com/dispensary/swade-cannabis-dispensary-ellisville/info,https://www.google.com/maps?q=16075%20Manchester%20Rd%2C%20Ellisville%2C%20MO%2063011
GDF - Buffalo,"513 S Ash St  Buffalo, MO",(417) 733-8086,https://dutchie.com/dispensary/good-day-farm-buffalo/info,https://www.google.com/maps?q=513%20S%20Ash%20St%2C%20Buffalo%2C%20MO%2065622
Greenlight Dispensary - Cape Girardeau,"1001 Broadway St  Cape Girardeau, MO",(573) 519-5035,https://dutchie.com/dispensary/greenlight-dispensary-cape-girardeau1/info,https://www.google.com/maps?q=1001%20Broadway%20St%2C%20Cape%20Girardeau%2C%20MO%2063701
GDF - Cape Girardeau,"1330 Broadway St Suite 101 Cape Girardeau, MO",(573) 200-6882,https://dutchie.com/dispensary/good-day-farms/info,https://www.google.com/maps?q=1330%20Broadway%20St%2C%20Suite%20101%2C%20Cape%20Girardeau%2C%20MO%2063701
CODES - Cape Girardeau,"350 N Kingshighway St  Cape Girardeau, MO",(573) 279-4020,https://dutchie.com/dispensary/codes-cape-girardeau/info,https://www.google.com/maps?q=350%20N%20Kingshighway%20St%2C%20Cape%20Girardeau%2C%20MO%2063701
CODES - Jackson,"1336 Clover Dr  Jackson, MO",(573) 755-0259,https://dutchie.com/dispensary/codes-jackson/info,https://www.google.com/maps?q=1336%20Clover%20Dr%2C%20Jackson%2C%20MO%2063755
CODES - Cardwell,"3646 State Hwy AC  Cardwell, MO",(417) 988-6842,https://dutchie.com/dispensary/codes-cardwell/info,https://www.google.com/maps?q=3646%20State%20Hwy%20AC%2C%20Cardwell%2C%20MO%2063829
GDF - Caruthersville,"3910 S Ward Ave  Caruthersville, MO",(573) 752-2952,https://dutchie.com/dispensary/good-day-farm-caruthersville/info,https://www.google.com/maps?q=3910%20S%20Ward%20Ave%2C%20Caruthersville%2C%20MO%2063830
Greenlight Dispensary - Hayti,"903 E Washington St  Hayti, MO",(573) 507-3623,https://dutchie.com/dispensary/greenlight-dispensary-hayti/info,https://www.google.com/maps?q=903%20E%20Washington%20St%2C%20Hayti%2C%20MO%2063851
GDF - O'Fallon,"1140 Technology Dr  O'Fallon, MO",(636) 323-3907,https://dutchie.com/dispensary/good-day-farm-ofallon/info,https://www.google.com/maps?q=1140%20Technology%20Dr%2C%20O'Fallon%2C%20MO%2063368
terrabis - O' Fallon,"1172 W Terra Ln  O'Fallon, MO",(636) 695-8369,https://dutchie.com/dispensary/terrabis-dispensary-ofallon/info,https://www.google.com/maps?q=1172%20W%20Terra%20Ln%2C%20O'Fallon%2C%20MO%2063366
Nature Med - O'Fallon,"1193 Bryan Rd  O'Fallon, MO",(636) 385-6638,https://dutchie.com/dispensary/nature-med-ofallon/info,https://www.google.com/maps?q=1193%20Bryan%20Rd%2C%20O'Fallon%2C%20MO%2063366
CODES - Lake St. Louis,"859 Robert Raymond Dr  Lake St Louis, MO",(314) 619-7177,https://dutchie.com/dispensary/codes-lake-st-louis/info,https://www.google.com/maps?q=859%20Robert%20Raymond%20Dr%2C%20Lake%20St%20Louis%2C%20MO%2063367
GDF - St. Louis (Lindbergh Blvd),"5519 S Lindbergh Blvd  St. Louis, MO",(314) 729-7059,https://dutchie.com/dispensary/bkind-south-lindergh/info,https://www.google.com/maps?q=5519%20S%20Lindbergh%20Blvd%2C%20St.%20Louis%2C%20MO%2063123
CODES - St. Louis,"11420 Concord Village Ave  St. Louis, MO",(314) 834-0420,https://dutchie.com/dispensary/codes-saint-louis/info,https://www.google.com/maps?q=11420%20Concord%20Village%20Ave%2C%20St.%20Louis%2C%20MO%2063123
CODES - Chillicothe,"941 Washington St  Chillicothe, MO",(660) 240-1131,https://dutchie.com/dispensary/codes-chillicothe/info,https://www.google.com/maps?q=941%20Washington%20St%2C%20Chillicothe%2C%20MO%2064601
Green Releaf - Columbia,"204 E Broadway  Columbia, MO",(573) 507-6723,https://dutchie.com/dispensary/green-releaf-columbia/info,https://www.google.com/maps?q=204%20E%20Broadway%2C%20Columbia%2C%20MO%2065203
GDF - Columbia,"1400 Forum Blvd STE 12 Columbia, MO",(573) 298-6984,https://dutchie.com/dispensary/liberty-columbia/info,https://www.google.com/maps?q=1400%20Forum%20Blvd%2C%20STE%2012%2C%20Columbia%2C%20MO%2065203
3Fifteen Primo - Columbia,"4003 Ponderosa St  Columbia, MO",(573) 355-2866,https://dutchie.com/dispensary/3fifteen-primo-columbia/info,https://www.google.com/maps?q=4003%20Ponderosa%20St%2C%20Columbia%2C%20MO%2065201
Moaz Industries - Latitude Eldon,"1812 US-54 BUS  Eldon, MO",(573) 375-5023,https://dutchie.com/dispensary/moaz-industries-latitude-eldon/info,https://www.google.com/maps?q=1812%20US-54%20BUS%2C%20Eldon%2C%20MO%2065026
GDF - Eagleville,"20021 State Hwy N  Eagleville, MO",Not Listed,https://dutchie.com/dispensary/good-day-farm-eagleville/info,https://www.google.com/maps?q=20021%20State%20Hwy%20N%2C%20Eagleville%2C%20MO%2064442
Nature Med - Gladstone,"207 NE 72nd St  Gladstone, MO",(816) 442-7838,https://dutchie.com/dispensary/nature-med-gladstone/info,https://www.google.com/maps?q=207%20NE%2072nd%20St%2C%20Gladstone%2C%20MO%2064118
Bloc - Farmington,"730 Market St  Farmington, MO",(573) 234-6344,https://dutchie.com/dispensary/bloc-dispensary-farmington/info,https://www.google.com/maps?q=730%20Market%20St%2C%20Farmington%2C%20MO%2063640
Nature Med - Kansas City,"2631 NE Vivion Rd  KCMO, MO",(816) 298-7538,https://dutchie.com/dispensary/nature-med-kansas-city/info,https://www.google.com/maps?q=2631%20NE%20Vivion%20Rd%2C%20KCMO%2C%20MO%2064119
From the Earth - Downtown,"1222 McGee St  KCMO, MO",(816) 659-2206,https://dutchie.com/dispensary/from-the-earth-downtown/info,https://www.google.com/maps?q=1222%20McGee%20St%2C%20KCMO%2C%20MO%2064106
From the Earth - Westside,"2918 Southwest Blvd  KCMO, MO",Not Listed,https://dutchie.com/dispensary/from-the-earth/info,https://www.google.com/maps?q=2918%20Southwest%20Blvd%2C%20KCMO%2C%20MO%2064108
Proper Cannabis – Downtown KC,"1421 Wabash Ave  KCMO, MO",(816) 272-4100,https://dutchie.com/dispensary/Proper-Cannabis-Downtown-Kansas-City/info,https://www.google.com/maps?q=1421%20Wabash%20Ave%2C%20KCMO%2C%20MO%2064127
The Forest (Kansas City),"706 Westport Rd  KCMO, MO",(816) 463-0379,https://dutchie.com/dispensary/the-forest-kansas-city/info,https://www.google.com/maps?q=706%20Westport%20Rd%2C%20KCMO%2C%20MO%2064111
CODES - Hannibal,"2000 US-61  Hannibal, MO",(573) 719-3252,https://dutchie.com/dispensary/codes-hannibal/info,https://www.google.com/maps?q=2000%20US-61%2C%20Hannibal%2C%20MO%2063401
CODES - Hermann,"Hermann, MO",(573) 212-4062,https://dutchie.com/dispensary/codes-hermann/info,https://www.google.com/maps?q=Hermann%2C%20MO%2065041
GDF - Imperial,"1229 Imperial Main  Imperial, MO",(636) 467-2323,https://dutchie.com/dispensary/bkind-imperial/info,https://www.google.com/maps?q=1229%20Imperial%20Main%2C%20Imperial%2C%20MO%2063052
Proper Cannabis - South County,"7417 S Lindbergh Blvd  Mehlville, MO",(314) 328-0446,https://dutchie.com/dispensary/proper-cannabis-lindberg/info,https://www.google.com/maps?q=7417%20S%20Lindbergh%20Blvd%2C%20Mehlville%2C%20MO%2063125
Nature Med - St. Louis,"234 Kingston Dr  St. Louis, MO",(314) 939-1076,https://dutchie.com/dispensary/nature-med-st-louis/info,https://www.google.com/maps?q=234%20Kingston%20Dr%2C%20St.%20Louis%2C%20MO%2063125
Flora Farms Humansville,"Humansville, MO",(417) 754-0004,https://dutchie.com/dispensary/flora-farms-humansville1/info,https://www.google.com/maps?q=Humansville%2C%20MO%2065674
GDF - St. Clair,"1909 N Service Rd E  St Clair, MO",(636) 322-4054,https://dutchie.com/dispensary/good-day-farm-st-clair/info,https://www.google.com/maps?q=1909%20N%20Service%20Rd%20E%2C%20St%20Clair%2C%20MO%2063077
Greenlight Dispensary - Joplin,"1729 E 7th St  Joplin, MO",(417) 512-8606,https://dutchie.com/dispensary/greenlight-dispensary-joplin/info,https://www.google.com/maps?q=1729%20E%207th%20St%2C%20Joplin%2C%20MO%2064801
GDF - Joplin,"2401 E 32nd St  Joplin, MO",(417) 580-0140,https://dutchie.com/dispensary/shango-joplin/info,https://www.google.com/maps?q=2401%20E%2032nd%20St%2C%20Joplin%2C%20MO%2064804
CODES - Kirksville,"120 S Main St  Kirksville, MO",(660) 730-3100,https://dutchie.com/dispensary/codes-kirksville/info,https://www.google.com/maps?q=120%20S%20Main%20St%2C%20Kirksville%2C%20MO%2063501
Bloc - Kirksville,"400 N Baltimore St  Kirksville, MO",(660) 279-0056,https://dutchie.com/dispensary/bloc-dispensary-kirksville/info,https://www.google.com/maps?q=400%20N%20Baltimore%20St%2C%20Kirksville%2C%20MO%2063501
GDF - Kennett,"812 Lester St  Kennett, MO",(573) 559-0508,https://dutchie.com/dispensary/the-herbalist-kennett/info,https://www.google.com/maps?q=812%20Lester%20St%2C%20Kennett%2C%20MO%2063857
CODES - Macon,"2005 N Missouri St  Macon, MO",(660) 210-2921,https://dutchie.com/dispensary/codes-macon/info,https://www.google.com/maps?q=2005%20N%20Missouri%20St%2C%20Macon%2C%20MO%2063552
Green Releaf - Mexico,"3848 S Clark St  Mexico, MO",(573) 567-5508,https://dutchie.com/dispensary/green-releaf-mexico/info,https://www.google.com/maps?q=3848%20S%20Clark%20St%2C%20Mexico%2C%20MO%2065265
Green Releaf - Moberly,"414 W Coates St  Moberly, MO",(660) 372-1560,https://dutchie.com/dispensary/green-releaf-moberly/info,https://www.google.com/maps?q=414%20W%20Coates%20St%2C%20Moberly%2C%20MO%2065270
CODES - Moberly,"106 N Clark St  Moberly, MO",(660) 372-1500,https://dutchie.com/dispensary/codes-moberly/info,https://www.google.com/maps?q=106%20N%20Clark%20St%2C%20Moberly%2C%20MO%2065270
Flora Farms Stateline,"70 Missouri Ln  Pineville, MO",(417) 990-5401,https://dutchie.com/dispensary/flora-farms-neosho1/info,https://www.google.com/maps?q=70%20Missouri%20Ln%2C%20Pineville%2C%20MO%2064856
Flora Farms Ozark,"1421 W State Hwy J  Ozark, MO",(417) 853-4283,https://dutchie.com/dispensary/old-route-66-dispensary-ozark/info,https://www.google.com/maps?q=1421%20W%20State%20Hwy%20J%2C%20Ozark%2C%20MO%2065721
GDF - Springfield (Campbell Ave),"3903 S Campbell Ave  Springfield, MO",(417) 708-7756,https://dutchie.com/dispensary/shango-campbell/info,https://www.google.com/maps?q=3903%20S%20Campbell%20Ave%2C%20Springfield%2C%20MO%2065807
Greenlight Dispensary - Springfield,"218 N National Ave  Springfield, MO",(417) 771-3712,https://dutchie.com/dispensary/greenlight-dispensary-springfield/info,https://www.google.com/maps?q=218%20N%20National%20Ave%2C%20Springfield%2C%20MO%2065802
GDF - Springfield (E Sunshine St),"1510 E Sunshine St  Springfield, MO",(417) 708-7751,https://dutchie.com/dispensary/shango-glenstone/info,https://www.google.com/maps?q=1510%20E%20Sunshine%20St%2C%20Springfield%2C%20MO%2065804
GDF - Springfield (W Sunshine St),"3800 W Sunshine St Suite 100 Springfield, MO",(417) 708-7796,https://dutchie.com/dispensary/ozarx-botanicals/info,https://www.google.com/maps?q=3800%20W%20Sunshine%20St%2C%20Suite%20100%2C%20Springfield%2C%20MO%2065807
Moaz Industries Osage Beach,"6396 Osage Beach Pkwy  Osage Beach, MO",Not Listed,https://dutchie.com/dispensary/moaz-industries-osage-beach/info,https://www.google.com/maps?q=6396%20Osage%20Beach%20Pkwy%2C%20Osage%20Beach%2C%20MO%2065065
CODES - Osage Beach,"4805 Osage Beach Pkwy  Osage Beach, MO",(573) 568-8421,https://dutchie.com/dispensary/codes-osage-beach/info,https://www.google.com/maps?q=4805%20Osage%20Beach%20Pkwy%2C%20Osage%20Beach%2C%20MO%2065065
Greenlight Dispensary - Poplar Bluff,"1435 N Westwood Blvd  Poplar Bluff, MO",(573) 507-3562,https://dutchie.com/dispensary/greenlight-dispensary-poplar-bluff/info,https://www.google.com/maps?q=1435%20N%20Westwood%20Blvd%2C%20Poplar%20Bluff%2C%20MO%2063901
GDF - Rolla,"1031 Kingshighway  Rolla, MO",(573) 202-6814,https://dutchie.com/dispensary/liberty-rolla/info,https://www.google.com/maps?q=1031%20Kingshighway%2C%20Rolla%2C%20MO%2065401
Trinity (Rolla),"1421 Forum Dr  Rolla, MO",(573) 426-4704,https://dutchie.com/dispensary/trinity-rolla/info,https://www.google.com/maps?q=1421%20Forum%20Dr%2C%20Rolla%2C%20MO%2065401
Trinity (St. James),"205 State Rte B  St James, MO",(573) 261-3185,https://dutchie.com/dispensary/trinity-st-james/info,https://www.google.com/maps?q=205%20State%20Rte%20B%2C%20St%20James%2C%20MO%2065559
Trinity (Salem),"803 Scenic Rivers Blvd  Salem, MO",(573) 453-2002,https://dutchie.com/dispensary/trinity-salem/info,https://www.google.com/maps?q=803%20Scenic%20Rivers%20Blvd%2C%20Salem%2C%20MO%2065560
CODES - Sedalia,"4401 Wisconsin Ave  Sedalia, MO",(660) 722-0420,https://dutchie.com/dispensary/codes-sedalia/info,https://www.google.com/maps?q=4401%20Wisconsin%20Ave%2C%20Sedalia%2C%20MO%2065301
Greenlight Dispensary - Sikeston,"1817 E Malone Ave  Sikeston, MO",(573) 507-3599,https://dutchie.com/dispensary/greenlight-dispensary-sikeston/info,https://www.google.com/maps?q=1817%20E%20Malone%20Ave%2C%20Sikeston%2C%20MO%2063801
Flora Farms Springfield,"2027 N Glenstone Ave  Springfield, MO",(417) 319-6355,https://dutchie.com/dispensary/flora-farms-springfield1/info,https://www.google.com/maps?q=2027%20N%20Glenstone%20Ave%2C%20Springfield%2C%20MO%2065803
Sunny Daze,"4225 Commonwealth Ct  St Joseph, MO",(816) 396-8681,https://dutchie.com/dispensary/friends-and-brothers/info,https://www.google.com/maps?q=4225%20Commonwealth%20Ct%2C%20St%20Joseph%2C%20MO%2064503
Proper Cannabis - Warrenton,"711 State Hwy 47  Warrenton, MO",(636) 255-8943,https://dutchie.com/dispensary/proper-cannabis-warrensburg/info,https://www.google.com/maps?q=711%20State%20Hwy%2047%2C%20Warrenton%2C%20MO%2063383
Green Releaf - Troy,"109 N Lincoln Dr  Troy, MO",(636) 775-2708,https://dutchie.com/dispensary/green-releaf-troy/info,https://www.google.com/maps?q=109%20N%20Lincoln%20Dr%2C%20Troy%2C%20MO%2063379
CODES - West Plains,"1636 Bruce Smith Pkwy  West Plains, MO",(417) 419-9333,https://dutchie.com/dispensary/codes-west-plains/info,https://www.google.com/maps?q=1636%20Bruce%20Smith%20Pkwy%2C%20West%20Plains%2C%20MO%2065775
Star Buds (Ocean Springs),"718 Bienville Blvd  Ocean Springs, MS",(228) 215-1776,https://dutchie.com/dispensary/sb-o-springs/info,https://www.google.com/maps?q=718%20Bienville%20Blvd%2C%20Ocean%20Springs%2C%20MS%2039564
Rootdown - Ocean Springs,"1223 Bienville Blvd  Ocean Springs, MS",(228) 215-3610,https://dutchie.com/dispensary/rootdown-ms-ocean-springs/info,https://www.google.com/maps?q=1223%20Bienville%20Blvd%2C%20Ocean%20Springs%2C%20MS%2039564
CultivaRx Dispensary,"1608 Bienville Blvd  Ocean Springs, MS",(228) 334-5287,https://dutchie.com/dispensary/cultivarx-dispensary/info,https://www.google.com/maps?q=1608%20Bienville%20Blvd%2C%20Ocean%20Springs%2C%20MS%2039564
GDF - Biloxi,"2389 Pass Rd  Biloxi, MS",(228) 222-8372,https://dutchie.com/dispensary/good-day-farm-biloxi/info,https://www.google.com/maps?q=2389%20Pass%20Rd%2C%20Biloxi%2C%20MS%2039531
Rootdown - Gautier,"3600 Gautier Vancleave Rd  Gautier, MS",(228) 202-1105,https://dutchie.com/dispensary/rootdown-gautier/info,https://www.google.com/maps?q=3600%20Gautier%20Vancleave%20Rd%2C%20Gautier%2C%20MS%2039553
Rootdown - Bay St. Louis,"624 US-90  Bay St Louis, MS",(228) 344-2323,https://dutchie.com/dispensary/rootdown-ms-bay-st-louis/info,https://www.google.com/maps?q=624%20US-90%2C%20Bay%20St%20Louis%2C%20MS%2039520
Canna U - Diamondhead Root,"4405 E Aloha Dr  Diamondhead, MS",(228) 338-4420,https://dutchie.com/dispensary/diamondhead-root-llc/info,https://www.google.com/maps?q=4405%20E%20Aloha%20Dr%2C%20Diamondhead%2C%20MS%2039525
Kelly's Green - Brandon,"1170 Old Fannin Rd  Brandon, MS",(601) 966-4388,https://dutchie.com/dispensary/kellys-green-brandon/info,https://www.google.com/maps?q=1170%20Old%20Fannin%20Rd%2C%20Brandon%2C%20MS%2039047
Rootdown – JXN Old Canton Road,"4775 Old Canton Rd  Jackson, MS",(601) 351-5591,https://dutchie.com/dispensary/rootdown-old-canton/info,https://www.google.com/maps?q=4775%20Old%20Canton%20Rd%2C%20Jackson%2C%20MS%2039211
Rootdown - Richland,"1401 US 49  Richland, MS",(601) 519-4951,https://dutchie.com/dispensary/rootdown-ms-richland/info,https://www.google.com/maps?q=1401%20US%2049%2C%20Richland%2C%20MS%2039218
Kudzu Cannabis - Dispensary,"4678 Interstate 55 North Frontage Rd  Jackson, MS",(601) 414-4444,https://dutchie.com/dispensary/kudzu-cannabis-dispensary/info,https://www.google.com/maps?q=4678%20Interstate%2055%20North%20Frontage%20Rd%2C%20Jackson%2C%20MS%2039211
Dank Box,"5852 Ridgewood Rd  Jackson, MS",(769) 777-0730,https://dutchie.com/dispensary/exotic-junkies/info,https://www.google.com/maps?q=5852%20Ridgewood%20Rd%2C%20Jackson%2C%20MS%2039211
River Remedy,"5925 I-55 South Frontage Rd  Byram, MS",(601) 487-1010,https://dutchie.com/dispensary/river-remedy/info,https://www.google.com/maps?q=5925%20I-55%20South%20Frontage%20Rd%2C%20Byram%2C%20MS%2039272
Rootdown - Canton,"117 Sidney Runnels Dr  Canton, MS",(601) 691-9161,https://dutchie.com/dispensary/rootdown-ms-canton/info,https://www.google.com/maps?q=117%20Sidney%20Runnels%20Dr%2C%20Canton%2C%20MS%2039046
Green Star,"9696 MS-306  Coldwater, MS",(662) 460-7827,https://dutchie.com/dispensary/green-star/info,https://www.google.com/maps?q=9696%20MS-306%2C%20Coldwater%2C%20MS%2038618
GDF - Corinth,"2609 US-72  Corinth, MS",(662) 664-7990,https://dutchie.com/dispensary/good-day-farm-corinth/info,https://www.google.com/maps?q=2609%20US-72%2C%20Corinth%2C%20MS%2038834
Rootdown - Pascagoula,"1809 Denny Ave  Pascagoula, MS",(228) 205-4731,https://dutchie.com/dispensary/rootdown-ms-pascagoula/info,https://www.google.com/maps?q=1809%20Denny%20Ave%2C%20Pascagoula%2C%20MS%2039567
Star Buds (Greenwood),"2218 US-82  Greenwood, MS",(662) 456-1181,https://dutchie.com/dispensary/sb-greenwood/info,https://www.google.com/maps?q=2218%20US-82%2C%20Greenwood%2C%20MS%2038930
Hightide Cannabis Co,"17015 MS-63  Moss Point, MS",(228) 901-0413,https://dutchie.com/dispensary/hightide-cannabis-co/info,https://www.google.com/maps?q=17015%20MS-63%2C%20Moss%20Point%2C%20MS%2039562
Nature Med MS,"6401 US 49  Hattiesburg, MS",(601) 255-5279,https://dutchie.com/dispensary/nature-med-ms/info,https://www.google.com/maps?q=6401%20US%2049%2C%20Hattiesburg%2C%20MS%2039401
"Mary Jane & Herb's, LLC","135 Thornhill Dr  Hattiesburg, MS",Not Listed,https://dutchie.com/dispensary/mary-jane-and-herbs-llc/info,https://www.google.com/maps?q=135%20Thornhill%20Dr%2C%20Hattiesburg%2C%20MS%2039402
Kelly's Green - Hattiesburg,"20 Rawls Springs Loop Rd  Hattiesburg, MS",(601) 549-5406,https://dutchie.com/dispensary/kellys-green-hattiesburg/info,https://www.google.com/maps?q=20%20Rawls%20Springs%20Loop%20Rd%2C%20Hattiesburg%2C%20MS%2039402
GDF - Hattiesburg,"6083 US-98  Hattiesburg, MS",(769) 280-1169,https://dutchie.com/dispensary/good-day-farm-hattiesburg/info,https://www.google.com/maps?q=6083%20US-98%2C%20Hattiesburg%2C%20MS%2039402
FerrCannabis Dispensary,"6152 US-98 20 Hattiesburg, MS",(601) 915-2266,https://dutchie.com/dispensary/ferrcannabis-dispensary1/info,https://www.google.com/maps?q=6152%20US-98%2C%2020%2C%20Hattiesburg%2C%20MS%2039402
GDF - Laurel,"310 S 16th Ave  Laurel, MS",(601) 425-4455,https://dutchie.com/dispensary/good-day-farm-laurel/info,https://www.google.com/maps?q=310%20S%2016th%20Ave%2C%20Laurel%2C%20MS%2039440
AllsWell Apothecary - Laurel,"110 S Magnolia St  Laurel, MS",(919) 988-0193,https://dutchie.com/dispensary/allswell-apothecary-laurel/info,https://www.google.com/maps?q=110%20S%20Magnolia%20St%2C%20Laurel%2C%20MS%2039440
Star Buds (Natchez),"135 US-61  Natchez, MS",(601) 653-0400,https://dutchie.com/dispensary/star-buds-ms/info,https://www.google.com/maps?q=135%20US-61%2C%20Natchez%2C%20MS%2039120
Far & Dotter (Olive Branch),"8101 Hacks Cross Rd 100 Olive Branch, MS",Not Listed,https://dutchie.com/dispensary/far-and-dotter-olive-branch/info,https://www.google.com/maps?q=8101%20Hacks%20Cross%20Rd%2C%20100%2C%20Olive%20Branch%2C%20MS%2038654
Star Buds (Oxford),"1319 N Lamar Blvd a Oxford, MS",(662) 638-3014,https://dutchie.com/dispensary/starbuds-oxford/info,https://www.google.com/maps?q=1319%20N%20Lamar%20Blvd%2C%20a%2C%20Oxford%2C%20MS%2038655
Star Buds (Tupelo),"2546 MS-145 d Saltillo, MS",(662) 458-1872,https://dutchie.com/dispensary/sb-tupelo/info,https://www.google.com/maps?q=2546%20MS-145%2C%20d%2C%20Saltillo%2C%20MS%2038866
GDF - Tupelo,"3836 N Gloster St  Tupelo, MS",(662) 553-0584,https://dutchie.com/dispensary/good-day-farm-tupelo/info,https://www.google.com/maps?q=3836%20N%20Gloster%20St%2C%20Tupelo%2C%20MS%2038804
The Hi-Line Co - Arlee,"92492 US-93  Arlee, MT",(406) 317-7632,https://dutchie.com/dispensary/the-hi-line-co-arlee/info,https://www.google.com/maps?q=92492%20US-93%2C%20Arlee%2C%20MT%2059821
Cleveland Cannabis,"3620 US-61  Vicksburg, MS",(601) 675-9474,https://dutchie.com/dispensary/cleveland-cannabis/info,https://www.google.com/maps?q=3620%20US-61%2C%20Vicksburg%2C%20MS%2039180
Silverleaf St. Ignatius,"103 Blaine St  St Ignatius, MT",(406) 745-9333,https://dutchie.com/dispensary/silverleaf-st-ignatius/info,https://www.google.com/maps?q=103%20Blaine%20St%2C%20St%20Ignatius%2C%20MT%2059865
